suite,benchmarkName,benchmarkId,gc_time
real_thing_annotations,flexclust_strict,real_thing_annotations/flexclust_strict,12.4649999999996
shootout_annotations,binarytrees_2_strict,shootout_annotations/binarytrees_2_strict,0.033999999999999
shootout,knucleotide_brute,shootout/knucleotide_brute,13.5629999999999
real_thing,convolution,real_thing/convolution,4.30799999999996
shootout,binarytrees_2,shootout/binarytrees_2,0.0350000000000013
shootout,binarytrees,shootout/binarytrees,0.0319999999999999
are-we-fast-r,Bounce_nonames_simple,are-we-fast-r/Bounce_nonames_simple,0.169999999999991
shootout,binarytrees_naive,shootout/binarytrees_naive,0.0279999999999998
shootout,reversecomplement_naive,shootout/reversecomplement_naive,0.397
simple,empty-for,simple/empty-for,1.48699999999997
shootout,fannkuchredux,shootout/fannkuchredux,0.688000000000027
simple,empty-while,simple/empty-while,0.442999999999987
shootout,mandelbrot_naive_ascii,shootout/mandelbrot_naive_ascii,0.0780000000000065
shootout,fasta_naive,shootout/fasta_naive,0.366999999999989
shootout,knucleotide_brute_2,shootout/knucleotide_brute_2,10.7340000000002
shootout,spectralnorm_naive,shootout/spectralnorm_naive,0.589000000000012
real_thing,flexclust,real_thing/flexclust,16.6180000000003
simple,scalar-while,simple/scalar-while,0.392000000000042
are-we-fast-r,Storage,are-we-fast-r/Storage,0.358999999999998
simple,profiler-shared,simple/profiler-shared,1.76099999999976
shootout_annotations,spectralnorm_alt_3_strict,shootout_annotations/spectralnorm_alt_3_strict,0.45399999999997
are-we-fast-r,Bounce_nonames,are-we-fast-r/Bounce_nonames,0.169000000000001
simple,profiler-microbenchmark,simple/profiler-microbenchmark,0.209000000000009
shootout,nbody_naive,shootout/nbody_naive,0.311999999999989
simple,bytecodes,simple/bytecodes,0.141999999999946
shootout,fastaredux_naive,shootout/fastaredux_naive,0.318999999999985
shootout,spectralnorm_alt_3,shootout/spectralnorm_alt_3,0.452000000000009
shootout,spectralnorm_alt,shootout/spectralnorm_alt,0.022
simple,profiler-rsa,simple/profiler-rsa,1.03999999999994
shootout,knucleotide,shootout/knucleotide,0.613999999999988
shootout,fasta_naive_2,shootout/fasta_naive_2,0.372999999999982
simple,lapply-dots,simple/lapply-dots,3.61700000000001
shootout,mandelbrot_ascii,shootout/mandelbrot_ascii,0.018
simple,list-for,simple/list-for,0.63
shootout,mandelbrot_noout_naive,shootout/mandelbrot_noout_naive,0.179000000000001
simple,lapply,simple/lapply,3.014
are-we-fast-r,Mandelbrot,are-we-fast-r/Mandelbrot,0.732000000000046
shootout,fasta,shootout/fasta,0.158000000000023
shootout,pidigits,shootout/pidigits,0.0330000000000004
real_thing,convolution_slow,real_thing/convolution_slow,0.0130000000000003
shootout,spectralnorm_math,shootout/spectralnorm_math,0.0620000000000189
shootout,fannkuchredux_naive,shootout/fannkuchredux_naive,0.647999999999968
simple,list-while,simple/list-while,0.0699999999999998
shootout,reversecomplement,shootout/reversecomplement,0.248000000000002
shootout,spectralnorm_alt_2,shootout/spectralnorm_alt_2,1.97799999999999
simple,matrix-for,simple/matrix-for,0.161
simple,scalar-for,simple/scalar-for,1.42200000000004
shootout,nbody_2,shootout/nbody_2,0.360999999999995
shootout_annotations,fasta_3_strict,shootout_annotations/fasta_3_strict,0.274000000000018
simple,vector-for,simple/vector-for,0.322000000000014
simple,vector-while,simple/vector-while,0.420000000000039
are-we-fast-r,Bounce,are-we-fast-r/Bounce,0.432999999999966
simple,super-while,simple/super-while,0.311000000000003
shootout,regexdna,shootout/regexdna,0.198000000000008
shootout,nbody,shootout/nbody,0.464999999999991
shootout,reversecomplement_2,shootout/reversecomplement_2,0.214000000000001
shootout_annotations,knucleotide_brute_strict,shootout_annotations/knucleotide_brute_strict,13.6639999999995
shootout_annotations,pidigits_strict,shootout_annotations/pidigits_strict,0.036
shootout,nbody_naive_2,shootout/nbody_naive_2,0.483999999999962
shootout,knucleotide_brute_3,shootout/knucleotide_brute_3,0.827000000000128
shootout,fastaredux,shootout/fastaredux,0.208000000000002
shootout,spectralnorm,shootout/spectralnorm,0.762000000000008
shootout_annotations,spectralnorm_strict,shootout_annotations/spectralnorm_strict,0.787999999999954
shootout,mandelbrot_noout,shootout/mandelbrot_noout,0.0240000000000001
real_thing,flexclust_no_s4,real_thing/flexclust_no_s4,15.6080000000012
shootout,fasta_2,shootout/fasta_2,0.20700000000001
shootout,fasta_3,shootout/fasta_3,0.276000000000007
shootout_annotations,fastaredux_naive_strict,shootout_annotations/fastaredux_naive_strict,0.304000000000004
real_thing,convolution_v,real_thing/convolution_v,0.0150000000000007
shootout,nbody_3,shootout/nbody_3,0.603000000000028
